date#name_(age)_of_deceased#state_(city)
1949-12-08#Paul Johnson (24)#Florida (Key West)
1949-12-03#Willie Hawthorne (26)#Florida (Miami)
1949-11-24#Stephen Brown (52)#Alabama (Montgomery)
1949-11-19#Eugene Martin (22)#Alabama (Tuscaloosa)
1949-11-11#John Edwards (21)#Alabama (Brighton)
1949-11-05#Eugene Jones#Louisiana (Gretna)
1949-10-29#Richard Nelson#Georgia (Alma)
1949-10-18#Willie Shuford (40)#North Carolina (Rolesville)
1949-10-15#Charlie Lewis (40)#Alabama (Birmingham)
1949-08-06#L. C. Culver#Georgia (Sparta)
1949-08-04#John Glasper (25)#Georgia (Buford)
1949-07-29#Henry Gordon (20)#Alabama (Springville)
1949-07-28#Walter Dandridge (32)#Alabama (Birmingham)
1949-07-28#Susie Dandridge (60)#Alabama (Birmingham)
1949-07-26#Ernest Thomas#Florida (Madison)
1949-07-23#Lonnie Cobb (22)#Alabama (Tarrant)
1949-07-08#Edgar Brown#Mississippi (Cleveland)
1949-07-04#Wilbert Robinson, (24)#Louisiana (East Feliciana Parish)
1949-07-04#Chrispon Charles#Louisiana (New Orleans)
1949-07-02#John Wilson#Alabama (Anniston)
1949-07-01#James Green#Florida (Center Hill)
1949-06-27#Willie Sterling (42)#Alabama (Toulminville)
1949-06-25#Samson Ingram (25)#Florida (Tampa)
1949-05-31#Daniel Hunter#Alabama (Birmingham)
1949-05-30#Caleb Hill (28)#Georgia (Irwinton)
1949-05-23#Frank Cooks#Mississippi (Cleveland)
1949-05-18#Jim Bradley (21)#North Carolina (Taylorsville)
1949-05-17#John Thomas (22)#Texas (Carthage)
1949-05-08#Henry Lee#Alabama (Montgomery)
1949-05-03#William Johnson (55)#Georgia (Brunswick)
1949-04-23#James Thomas (31)#Alabama (Birmingham)
1949-04-22#William Jones (24)#Florida (West Palm Beach)
1949-04-17#George McIntyre (25)#Washington (Pullman)
1949-04-13#Sylvester Burrell#New York (Manhattan)
1949-04-07#James Jones (26)#Florida (Broward County)
1949-04-04#Hayes Kinney (43)#Alabama (Bessemer)
1949-04-03#Johnnie Young (40)#Alabama (Birmingham)
1949-04-01#Ed Craig (71)#Alabama (Bessemer)
1949-03-26#Ocie Knox (33)#Alabama (Troy)
1949-03-05#Robert Bradby#Virginia (Roxbury)
1949-02-26#Sam Terry (37)#Georgia (Manchester)
1949-02-26#Frank Burris#North Carolina (Kings Mountain)
1949-02-24#Ulmer Williams (22)#Mississippi (Forest)
1948-12-31#William Hudgins (16)#Alabama (Birmingham)
1948-12-29#Robert James (20)#Alabama (Birmingham)
1948-12-10#Theris Wood (19)#Alabama (Birmingham)
1948-12-03#Johnson, Simon#Florida (Greenville)
1948-11-13#Smith, Miles#Florida (Greenville)
1948-10-10#Bryant, Danny#Louisiana (Covington)
1948-09-27#Charles Menaker (21)#New York (Bronx)
